Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [219] _GLOBAL__sub_I__ZN4GameC2Ev (Game.cpp) [237] ImDrawList::PathRect(ImVec2 const&, ImVec2 const&, float, int) [214] ImGui::ClosePopupsOverWindow(ImGuiWindow*, bool)
 [220] _GLOBAL__sub_I_maxdepth (Engine.cpp) [238] ImGuiStyle::ImGuiStyle() [200] ImGui::FindWindowSettingsByID(unsigned int)
 [221] _GLOBAL__sub_I_stbi_failure_reason (main.cpp) [239] ImFontAtlas::AddFontDefault(ImFontConfig const*) [183] ImGui::AddDrawListToDrawDataEx(ImDrawData*, ImVector<ImDrawList*>*, ImDrawList*)
 [186] lookupMove(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [240] ImFontAtlas::ClearInputData() [215] ImGui::BringWindowToFocusFront(ImGuiWindow*)
 [222] ImFormatString(char*, unsigned long, char const*, ...) [31] ImFontAtlas::GetTexDataAsRGBA32(unsigned char**, int*, int*, int*) [27] ImGui::ColorConvertFloat4ToU32(ImVec4 const&)
 [223] buildOpeningTree()    [204] ImFontAtlas::AddCustomRectRegular(int, int) [216] ImGui::CreateNewWindowSettings(char const*)
  [22] call_minimax_fast(Game&) [241] ImFontAtlas::AddFontFromMemoryCompressedTTF(void const*, int, float, ImFontConfig const*, unsigned short const*) [252] ImGui::LoadIniSettingsFromDisk(char const*)
   [1] thread_func_minimax(int, Game&, Move, std::mutex*, int*, int*, Move*) [242] ImFontAtlas::AddFontFromMemoryCompressedBase85TTF(char const*, float, ImFontConfig const*, unsigned short const*) [253] ImGui::SaveIniSettingsToMemory(unsigned long*)
 [224] ImFontAtlasBuildInit(ImFontAtlas*) [243] ImFontAtlas::Clear() [217] ImGui::BringWindowToDisplayFront(ImGuiWindow*)
  [14] call_minimax_IDS_fast(Game&) [244] ImFontAtlas::AddFont(ImFontConfig const*) [254] ImGui::LoadIniSettingsFromMemory(char const*, unsigned long)
 [225] ImFontAtlasBuildFinish(ImFontAtlas*) [245] ImFontAtlas::ImFontAtlas() [255] ImGui::NavInitRequestApplyResult()
 [226] ImFontAtlasBuildPackCustomRects(ImFontAtlas*, void*) [246] ImFontAtlas::~ImFontAtlas() [152] ImGui::UpdateWindowParentAndRootLinks(ImGuiWindow*, int, ImGuiWindow*)
 [227] ImGui_ImplGlfw_InstallCallbacks(GLFWwindow*) [110] ImGuiWindow::GetID(char const*, char const*) [256] ImGui::TableSettingsAddSettingsHandler()
 [228] ImGui_ImplGlfw_RestoreCallbacks(GLFWwindow*) [205] ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [173] ImGui::UpdateMouseMovingWindowEndFrame()
  [29] ImGui_ImplOpenGL3_CreateFontsTexture() [206] ImGuiWindow::~ImGuiWindow() [174] ImGui::UpdateMouseMovingWindowNewFrame()
 [229] ImGui_ImplOpenGL3_DestroyDeviceObjects() [97] OpeningNode::next(char*) [175] ImGui::UpdateHoveredWindowAndCaptureFlags()
   [4] minimax(Game&, int, int, int, Move*) [247] ImGuiContext::~ImGuiContext() [176] ImGui::End()
  [15] check_ob(Position)    [207] ImGuiStorage::SetVoidPtr(unsigned int, void*) [28] ImGui::Begin(char const*, bool*, int)
 [105] ImHashStr(char const*, unsigned long, unsigned int) [149] ImGuiStackSizes::CompareWithContextState(ImGuiContext*) [122] ImGui::GetIO()
 [156] stbi__get8(stbi__context*) (stb_image.h) [208] ImGuiTextBuffer::append(char const*, char const*) [108] ImGui::ItemAdd(ImRect const&, unsigned int, ImRect const*, int)
 [188] stbi__getn(stbi__context*, unsigned char*, int) (stb_image.h) [195] ImGuiTextBuffer::appendf(char const*, ...) [118] ImGui::MemFree(void*)
 [201] CheckShader(unsigned int, char const*) (imgui_impl_opengl3.cpp) [196] ImGuiTextBuffer::appendfv(char const*, __va_list_tag*) [177] ImGui::EndFrame()
 [115] FreeWrapper(void*, void*) (imgui.cpp) [150] ImGuiMenuColumns::Update(float, bool) [257] ImGui::GetStyle()
 [116] MallocWrapper(unsigned long, void*) (imgui.cpp) [199] ImDrawListSplitter::ClearFreeMemory() [113] ImGui::ItemSize(ImVec2 const&, float)
 [120] stbi__get16be(stbi__context*) (stb_image.h) [164] ImDrawListSharedData::SetCircleTessellationMaxError(float) [117] ImGui::MemAlloc(unsigned long)
 [157] stbi__get32be(stbi__context*) (stb_image.h) [248] ImDrawListSharedData::ImDrawListSharedData() [153] ImGui::Shortcut(int, unsigned int, int)
 [189] stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) (stb_image.h) [11] tbb::detail::d2::concurrent_hash_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::array<int, 3ul>, tbb::detail::d1::tbb_hash_compare<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, tbb::detail::d1::tbb_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::array<int, 3ul> > > >::rehash_bucket(tbb::detail::d2::hash_map_base<tbb::detail::d1::tbb_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::array<int, 3ul> > >, tbb::detail::d1::spin_rw_mutex>::bucket*, unsigned long) [258] ImGui::Shutdown()
 [138] SetCurrentWindow(ImGuiWindow*) (imgui.cpp) [12] bool tbb::detail::d2::concurrent_hash_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::array<int, 3ul>, tbb::detail::d1::tbb_hash_compare<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, tbb::detail::d1::tbb_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::array<int, 3ul> > > >::lookup<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tbb::detail::d2::concurrent_hash_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::array<int, 3ul>, tbb::detail::d1::tbb_hash_compare<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, tbb::detail::d1::tbb_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::array<int, 3ul> > > >::node* (*)(tbb::detail::d1::tbb_allocator<tbb::detail::d2::hash_map_base<tbb::detail::d1::tbb_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::array<int, 3ul> > >, tbb::detail::d1::spin_rw_mutex>::bucket>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::array<int, 3ul> const*)>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::array<int, 3ul> const*, tbb::detail::d2::concurrent_hash_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::array<int, 3ul>, tbb::detail::d1::tbb_hash_compare<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, tbb::detail::d1::tbb_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::array<int, 3ul> > > >::const_accessor*, bool, tbb::detail::d2::concurrent_hash_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::array<int, 3ul>, tbb::detail::d1::tbb_hash_compare<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, tbb::detail::d1::tbb_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::array<int, 3ul> > > >::node* (*)(tbb::detail::d1::tbb_allocator<tbb::detail::d2::hash_map_base<tbb::detail::d1::tbb_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::array<int, 3ul> > >, tbb::detail::d1::spin_rw_mutex>::bucket>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::array<int, 3ul> const*), tbb::detail::d2::concurrent_hash_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::array<int, 3ul>, tbb::detail::d1::tbb_hash_compare<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, tbb::detail::d1::tbb_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::array<int, 3ul> > > >::node*) [154] ImGui::LogFinish()
 [190] stbi__parse_zlib(stbi__zbuf*, int) (stb_image.h) [26] Game::switch_turns[abi:cxx11]() [259] ImGui::NavApplyItemToResult(ImGuiNavItemData*) (imgui.cpp)
 [158] stbi__stdio_read(void*, char*, int) (stb_image.h) [8] Game::get_all_moves(bool) [35] ImGui::RenderWindowDecorations(ImGuiWindow*, ImRect const&, bool, bool, int, unsigned int const*, float) [clone .constprop.0] (imgui.cpp)
 [194] stbtt__find_table(unsigned char*, unsigned int, char const*) (imstb_truetype.h) [6] Game::leap_then_look(Piece*, Position) [155] ImGui::UpdateWindowManualResize(ImGuiWindow*, ImVec2 const&, int*, int, unsigned int*, ImRect const&) (imgui.cpp)
  [96] stbtt__close_shape(stbtt_vertex*, int, int, int, int, int, int, int, int, int) (imstb_truetype.h) [7] Game::check_for_check(bool, Position) [178] ImGui::NavUpdate() (imgui.cpp)
 [181] AddWindowToDrawData(ImGuiWindow*, int) (imgui.cpp) [9] Game::check_for_winner(bool) [24] Piece::can_capture(Piece*)
 [159] glfw_error_callback(int, char const*) (main.cpp) [36] Game::initialize_board() [5] Piece::find_valid_moves(Game&, Position (&) [27])
 [191] stbi__parse_png_file(stbi__png*, int, int) (stb_image.h) [16] Game::move(Piece*, Position) [160] Piece::Piece(unsigned char, bool, unsigned char, unsigned char)
 [187] stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) (stb_image.h) [37] Game::capture(Piece*) [161] Piece::Piece()
 [119] stbtt__GetGlyfOffset(stbtt_fontinfo const*, int) (imstb_truetype.h) [17] Game::moveBack(MoveDetails) [260] ImFont::BuildLookupTable()
 [144] AddWindowToSortBuffer(ImVector<ImGuiWindow*>*, ImGuiWindow*) (imgui.cpp) [10] Game::toString[abi:cxx11]() [129] ImFont::AddGlyph(ImFontConfig const*, unsigned short, float, float, float, float, float, float, float, float, float)
 [128] stbtt__GetGlyphShapeTT(stbtt_fontinfo const*, int, stbtt_vertex**) (imstb_truetype.h) [121] Game::Game(Game const&) [261] ImFont::GrowIndex(int)
 [230] stbtt_InitFont_internal(stbtt_fontinfo*, unsigned char*, int) (imstb_truetype.h) [132] std::future<decltype ({parm#1}(0, {parm#2}...))> ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&) [262] ImFont::ImFont()
 [192] stbi__compute_huffman_codes(stbi__zbuf*) (stb_image.h) [33] ImGui::BeginTable(char const*, int, int, ImVec2 const&, float) [263] ImFont::~ImFont()
 [130] stbtt__sort_edges_quicksort(stbtt__edge*, int) (imstb_truetype.h) [249] ImGui::Initialize() [218] ImGuiIO::AddMousePosEvent(float, float)
 [114] stbtt__fill_active_edges_new(float*, float*, int, stbtt__active_edge*, float) (imstb_truetype.h) [209] ImGui::FocusWindow(ImGuiWindow*, int) [264] ImGuiIO::ImGuiIO()
 [133] CalcWindowSizeAfterConstraint(ImGuiWindow*, ImVec2 const&) (imgui.cpp) [102] ImGui::GetColorU32(ImVec4 const&) [179] ImFont::RenderText(ImDrawList*, float, ImVec2 const&, unsigned int, ImVec4 const&, char const*, char const*, float, bool) const
 [231] TableSettingsHandler_ApplyAll(ImGuiContext*, ImGuiSettingsHandler*) (imgui_tables.cpp) [104] ImGui::GetColorU32(int, float) [180] ImFont::CalcTextSizeA(float, float, float, char const*, char const*, char const**) const
 [232] TableSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) (imgui_tables.cpp) [165] ImGui::RenderArrow(ImDrawList*, ImVec2, unsigned int, int, float) [124] std::__future_base::_State_baseV2::_M_complete_async()
 [233] WindowSettingsHandler_ApplyAll(ImGuiContext*, ImGuiSettingsHandler*) (imgui.cpp) [111] ImGui::RenderFrame(ImVec2, ImVec2, unsigned int, bool, float) [127] std::__future_base::_Result<void>::~_Result()
 [197] WindowSettingsHandler_ReadLine(ImGuiContext*, ImGuiSettingsHandler*, void*, char const*) (imgui.cpp) [166] ImGui::IsItemActive() [139] std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> > const&, std::_Manager_operation)
 [202] WindowSettingsHandler_ReadOpen(ImGuiContext*, ImGuiSettingsHandler*, char const*) (imgui.cpp) [123] ImGui::IsKeyPressed(ImGuiKey, unsigned int, int) [142] std::_Function_base::_Base_manager<ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}> const&, std::_Manager_operation)
 [234] WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) (imgui.cpp) [210] ImGui::SetNavWindow(ImGuiWindow*) [2] std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_invoke(std::_Any_data const&)
  [30] ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) (imgui_draw.cpp) [167] ImGui::GetIDWithSeed(int, unsigned int) [140] std::_Function_handler<void (int), ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}>::_M_invoke(std::_Any_data const&, int&&)
 [193] stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) (stb_image.h) [106] ImGui::ItemHoverable(ImRect const&, unsigned int, int) [125] std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [162] ImGui_ImplOpenGL3_SetupRenderState(ImDrawData*, int, int, unsigned int) (imgui_impl_opengl3.cpp) [211] ImGui::NavInitWindow(ImGuiWindow*, bool) [126] std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [145] CalcNextScrollFromScrollTargetAndClamp(ImGuiWindow*) (imgui.cpp) [168] ImGui::SetWindowSize(ImGuiWindow*, ImVec2 const&, int) [143] std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [235] ImDrawData::Clear()   [107] ImGui::ButtonBehavior(ImRect const&, unsigned int, bool*, bool*, int) [141] std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [100] ImDrawList::AddDrawCmd() [169] ImGui::CollapseButton(unsigned int, ImVec2 const&) [136] std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [146] ImDrawList::PopClipRect() [170] ImGui::GetMouseCursor() [137] std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  [98] ImDrawList::PrimReserve(int, int) [184] ImGui::IsMouseClicked(int, unsigned int, int) [20] void std::vector<Move, std::allocator<Move> >::_M_realloc_insert<Move const&>(__gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >, Move const&)
 [134] ImDrawList::PushClipRect(ImVec2 const&, ImVec2 const&, bool) [171] ImGui::SetCurrentFont(ImFont*) [103] void std::vector<OpeningNode*, std::allocator<OpeningNode*> >::_M_realloc_insert<OpeningNode*>(__gnu_cxx::__normal_iterator<OpeningNode**, std::vector<OpeningNode*, std::allocator<OpeningNode*> > >, OpeningNode*&&)
  [99] ImDrawList::AddRectFilled(ImVec2 const&, ImVec2 const&, unsigned int, float, int) [250] ImGui::GetMainViewport() [23] std::vector<std::shared_ptr<std::atomic<bool> >, std::allocator<std::shared_ptr<std::atomic<bool> > > >::_M_default_append(unsigned long)
 [147] ImDrawList::PushTextureID(void*) [185] ImGui::IsMouseReleased(int, unsigned int) [198] std::vector<std::unique_ptr<std::thread, std::default_delete<std::thread> >, std::allocator<std::unique_ptr<std::thread, std::default_delete<std::thread> > > >::_M_default_append(unsigned long)
 [203] ImDrawList::_ClearFreeMemory() [251] ImGui::StyleColorsDark(ImGuiStyle*) [18] void std::vector<std::tuple<int, Move>, std::allocator<std::tuple<int, Move> > >::_M_realloc_insert<std::tuple<int, Move> >(__gnu_cxx::__normal_iterator<std::tuple<int, Move>*, std::vector<std::tuple<int, Move>, std::allocator<std::tuple<int, Move> > > >, std::tuple<int, Move>&&)
 [182] ImDrawList::_PopUnusedDrawCmd() [151] ImGui::FindWindowByName(char const*) [19] void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::tuple<int, Move>*, std::vector<std::tuple<int, Move>, std::allocator<std::tuple<int, Move> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<minimax(Game&, int, int, int, Move*)::{lambda(std::tuple<int, Move> const&, std::tuple<int, Move> const&)#2}> >(__gnu_cxx::__normal_iterator<std::tuple<int, Move>*, std::vector<std::tuple<int, Move>, std::allocator<std::tuple<int, Move> > > >, __gnu_cxx::__ops::_Iter_comp_iter<minimax(Game&, int, int, int, Move*)::{lambda(std::tuple<int, Move> const&, std::tuple<int, Move> const&)#2}>, long, __gnu_cxx::__ops::_Iter_comp_iter<minimax(Game&, int, int, int, Move*)::{lambda(std::tuple<int, Move> const&, std::tuple<int, Move> const&)#2}>) (stl_algo.h)
 [148] ImDrawList::_ResetForNewFrame() [212] ImGui::FindBlockingModal(ImGuiWindow*) [21] void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::tuple<int, Move>*, std::vector<std::tuple<int, Move>, std::allocator<std::tuple<int, Move> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<minimax(Game&, int, int, int, Move*)::{lambda(std::tuple<int, Move> const&, std::tuple<int, Move> const&)#1}> >(__gnu_cxx::__normal_iterator<std::tuple<int, Move>*, std::vector<std::tuple<int, Move>, std::allocator<std::tuple<int, Move> > > >, __gnu_cxx::__ops::_Iter_comp_iter<minimax(Game&, int, int, int, Move*)::{lambda(std::tuple<int, Move> const&, std::tuple<int, Move> const&)#1}>, long, __gnu_cxx::__ops::_Iter_comp_iter<minimax(Game&, int, int, int, Move*)::{lambda(std::tuple<int, Move> const&, std::tuple<int, Move> const&)#1}>) (stl_algo.h)
 [135] ImDrawList::_OnChangedClipRect() [131] ImGui::GetCurrentContext() [41] parse_version (imgui_impl_opengl3_loader.h)
 [101] ImDrawList::_OnChangedTextureID() [172] ImGui::UpdateInputEvents(bool) [39] stbrp_pack_rects (imstb_rectpack.h)
 [236] ImDrawList::AddRect(ImVec2 const&, ImVec2 const&, unsigned int, float, int, float) [213] ImGui::AddSettingsHandler(ImGuiSettingsHandler const*) [40] stbtt_GetGlyphBitmapBoxSubpixel.constprop.0 (imstb_truetype.h)
 [163] ImDrawList::AddText(ImFont const*, float, ImVec2 const&, unsigned int, char const*, char const*, float, ImVec4 const*) [112] ImGui::RenderNavHighlight(ImRect const&, unsigned int, int)
 [109] ImDrawList::AddImage(void*, ImVec2 const&, ImVec2 const&, ImVec2 const&, ImVec2 const&, unsigned int) [38] ImGui::RenderTextClippedEx(ImDrawList*, ImVec2 const&, ImVec2 const&, char const*, char const*, ImVec2 const*, ImVec2 const&, ImRect const*)
